;Unnamed: 0;school;school_setting;school_type;classroom;teaching_method;n_student;gender;lunch;posttest;target
1041;1041;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;42.0;1.0
1042;1042;KZKKE;Rural;Public;5JK;Standard;;Male;Qualifies for reduced/free lunch;45.0;0.0
1043;1043;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;47.0;1.0
1044;1044;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;1.0
1045;1045;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;49.0;1.0
1046;1046;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;1.0
1047;1047;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;44.0;0.0
1048;1048;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;49.0;0.0
1049;1049;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;43.0;0.0
1050;1050;KZKKE;Rural;Public;5JK;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;1.0
1051;1051;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;54.0;0.0
1052;1052;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;49.0;1.0
1053;1053;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;56.0;0.0
1054;1054;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;59.0;1.0
1055;1055;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;55.0;0.0
1056;1056;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;57.0;0.0
1057;1057;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;59.0;0.0
1058;1058;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;55.0;0.0
1059;1059;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;50.0;1.0
1060;1060;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;54.0;1.0
1061;1061;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;52.0;1.0
1062;1062;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;54.0;0.0
1063;1063;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;52.0;0.0
1064;1064;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;53.0;0.0
1065;1065;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;55.0;1.0
1066;1066;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;60.0;0.0
1067;1067;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;50.0;1.0
1068;1068;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;57.0;1.0
1069;1069;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;52.0;1.0
1070;1070;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;56.0;1.0
1071;1071;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;59.0;1.0
1072;1072;KZKKE;Rural;Public;O6A;Standard;22.0;Male;Qualifies for reduced/free lunch;62.0;0.0
1073;1073;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;40.0;0.0
1074;1074;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;47.0;1.0
1075;1075;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;51.0;0.0
1076;1076;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;49.0;0.0
1077;1077;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;46.0;1.0
1078;1078;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;46.0;0.0
1079;1079;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;44.0;0.0
1080;1080;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;46.0;0.0
1081;1081;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;38.0;1.0
1082;1082;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;45.0;1.0
1083;1083;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;46.0;1.0
1084;1084;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;41.0;0.0
1085;1085;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;45.0;0.0
1086;1086;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;42.0;1.0
1087;1087;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;40.0;1.0
1088;1088;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;45.0;0.0
1089;1089;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;37.0;1.0
1090;1090;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;44.0;1.0
1091;1091;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;41.0;1.0
1092;1092;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;43.0;1.0
1093;1093;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;47.0;1.0
1094;1094;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;41.0;0.0
1095;1095;KZKKE;Rural;Public;QTU;Standard;23.0;Male;Qualifies for reduced/free lunch;45.0;1.0
1096;1096;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;76.0;1.0
1097;1097;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;69.0;0.0
1098;1098;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;70.0;0.0
1099;1099;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;79.0;0.0
1100;1100;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;70.0;1.0
1101;1101;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;69.0;0.0
1102;1102;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;71.0;1.0
1103;1103;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;74.0;1.0
1104;1104;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;68.0;1.0
1105;1105;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;74.0;0.0
1106;1106;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;70.0;0.0
1107;1107;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;70.0;1.0
1108;1108;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;67.0;1.0
1109;1109;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;70.0;1.0
1110;1110;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;71.0;0.0
1111;1111;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;71.0;0.0
1112;1112;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;74.0;1.0
1113;1113;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;72.0;1.0
1114;1114;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;72.0;1.0
1115;1115;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;73.0;0.0
1116;1116;LAYPA;Rural;Public;AJ1;Standard;21.0;Male;Does not qualify;73.0;0.0
1117;1117;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;71.0;0.0
1118;1118;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;71.0;0.0
1119;1119;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;71.0;0.0
1120;1120;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;72.0;1.0
1121;1121;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;72.0;0.0
1122;1122;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;70.0;0.0
1123;1123;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;75.0;0.0
1124;1124;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;67.0;1.0
1125;1125;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;70.0;1.0
1126;1126;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;72.0;1.0
1127;1127;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;73.0;1.0
1128;1128;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;71.0;0.0
1129;1129;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;63.0;0.0
1130;1130;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;71.0;0.0
1131;1131;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;69.0;1.0
1132;1132;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;65.0;1.0
1133;1133;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;70.0;1.0
1134;1134;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;66.0;1.0
1135;1135;LAYPA;Rural;Public;J8J;Standard;19.0;Male;Does not qualify;70.0;1.0
1136;1136;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;82.0;1.0
1137;1137;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;82.0;0.0
1138;1138;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;83.0;1.0
1139;1139;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;84.0;1.0
1140;1140;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;74.0;0.0
1141;1141;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;80.0;0.0
1142;1142;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;72.0;0.0
1143;1143;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;78.0;1.0
1144;1144;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;81.0;1.0
1145;1145;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;80.0;1.0
1146;1146;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;80.0;0.0
1147;1147;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;79.0;0.0
1148;1148;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;79.0;0.0
1149;1149;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;83.0;0.0
1150;1150;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;80.0;1.0
1151;1151;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;83.0;0.0
1152;1152;LAYPA;Rural;Public;RA5;Experimental;17.0;Male;Does not qualify;78.0;0.0
1153;1153;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Qualifies for reduced/free lunch;71.0;1.0
1154;1154;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;77.0;0.0
1155;1155;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;77.0;0.0
1156;1156;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;79.0;0.0
1157;1157;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;78.0;0.0
1158;1158;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;78.0;1.0
1159;1159;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Qualifies for reduced/free lunch;72.0;0.0
1160;1160;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;80.0;1.0
1161;1161;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;84.0;0.0
1162;1162;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;78.0;1.0
1163;1163;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;78.0;1.0
1164;1164;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;78.0;0.0
1165;1165;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;81.0;1.0
1166;1166;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;77.0;0.0
1167;1167;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;82.0;0.0
1168;1168;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;82.0;1.0
1169;1169;OJOBU;Rural;Public;5SZ;Experimental;17.0;Male;Does not qualify;81.0;0.0
1170;1170;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;60.0;0.0
1171;1171;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;62.0;1.0
1172;1172;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;58.0;0.0
1173;1173;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Qualifies for reduced/free lunch;51.0;1.0
1174;1174;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;59.0;1.0
1175;1175;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;58.0;0.0
1176;1176;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;60.0;0.0
1177;1177;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;56.0;0.0
1178;1178;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;60.0;0.0
1179;1179;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;56.0;0.0
1180;1180;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;62.0;0.0
1181;1181;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;55.0;0.0
1182;1182;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;50.0;0.0
1183;1183;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Qualifies for reduced/free lunch;53.0;0.0
1184;1184;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;59.0;0.0
1185;1185;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;58.0;1.0
1186;1186;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;57.0;0.0
1187;1187;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;60.0;0.0
1188;1188;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;56.0;0.0
1189;1189;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;58.0;1.0
1190;1190;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;68.0;1.0
1191;1191;OJOBU;Rural;Public;6U9;Standard;22.0;Male;Does not qualify;54.0;1.0
1192;1192;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;70.0;0.0
1193;1193;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;68.0;0.0
1194;1194;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;68.0;1.0
1195;1195;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;71.0;1.0
1196;1196;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;76.0;1.0
1197;1197;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;74.0;1.0
1198;1198;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;71.0;1.0
1199;1199;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;66.0;1.0
1200;1200;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;68.0;0.0
1201;1201;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;72.0;1.0
1202;1202;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;73.0;0.0
1203;1203;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;72.0;1.0
1204;1204;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Qualifies for reduced/free lunch;73.0;0.0
1205;1205;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Qualifies for reduced/free lunch;72.0;1.0
1206;1206;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;75.0;1.0
1207;1207;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;71.0;0.0
1208;1208;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Qualifies for reduced/free lunch;68.0;0.0
1209;1209;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;68.0;0.0
1210;1210;OJOBU;Rural;Public;FS3;Standard;19.0;Male;Does not qualify;68.0;0.0
1211;1211;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;66.0;0.0
1212;1212;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;69.0;1.0
1213;1213;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Qualifies for reduced/free lunch;62.0;0.0
1214;1214;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;70.0;0.0
1215;1215;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;73.0;0.0
1216;1216;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Qualifies for reduced/free lunch;62.0;0.0
1217;1217;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;67.0;1.0
1218;1218;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;67.0;1.0
1219;1219;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Qualifies for reduced/free lunch;63.0;0.0
1220;1220;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;62.0;0.0
1221;1221;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;71.0;1.0
1222;1222;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Qualifies for reduced/free lunch;66.0;1.0
1223;1223;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;68.0;0.0
1224;1224;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;67.0;0.0
1225;1225;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;67.0;0.0
1226;1226;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;69.0;0.0
1227;1227;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;65.0;0.0
1228;1228;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;74.0;1.0
1229;1229;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;68.0;1.0
1230;1230;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;66.0;1.0
1231;1231;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;68.0;1.0
1232;1232;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;74.0;1.0
1233;1233;OJOBU;Rural;Public;XJ8;Standard;23.0;Male;Does not qualify;62.0;0.0
1234;1234;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;57.0;0.0
1235;1235;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;61.0;1.0
1236;1236;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;57.0;1.0
1237;1237;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;58.0;0.0
1238;1238;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;64.0;0.0
1239;1239;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Qualifies for reduced/free lunch;66.0;1.0
1240;1240;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;68.0;0.0
1241;1241;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;60.0;0.0
1242;1242;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;61.0;0.0
1243;1243;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Qualifies for reduced/free lunch;56.0;0.0
1244;1244;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;60.0;0.0
1245;1245;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;0.0
1246;1246;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;60.0;0.0
1247;1247;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;60.0;1.0
1248;1248;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;60.0;0.0
1249;1249;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;0.0
1250;1250;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;1.0
1251;1251;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;63.0;0.0
1252;1252;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;63.0;0.0
1253;1253;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;61.0;1.0
1254;1254;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;63.0;0.0
1255;1255;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;68.0;0.0
1256;1256;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;1.0
1257;1257;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Qualifies for reduced/free lunch;57.0;0.0
1258;1258;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;61.0;1.0
1259;1259;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;1.0
1260;1260;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;59.0;1.0
1261;1261;QOQTS;Urban;Public;0N7;Experimental;28.0;Male;Does not qualify;64.0;1.0
1262;1262;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;59.0;1.0
1263;1263;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;61.0;1.0
1264;1264;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;60.0;0.0
1265;1265;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;61.0;1.0
1266;1266;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;60.0;0.0
1267;1267;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;63.0;0.0
1268;1268;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;59.0;1.0
1269;1269;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;54.0;0.0
1270;1270;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;54.0;0.0
1271;1271;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;61.0;0.0
1272;1272;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;64.0;1.0
1273;1273;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;59.0;1.0
1274;1274;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;57.0;1.0
1275;1275;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;64.0;0.0
1276;1276;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;58.0;0.0
1277;1277;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;61.0;1.0
1278;1278;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;56.0;0.0
1279;1279;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;58.0;0.0
1280;1280;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;61.0;0.0
1281;1281;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;55.0;1.0
1282;1282;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;59.0;0.0
1283;1283;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;56.0;0.0
1284;1284;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;58.0;0.0
1285;1285;QOQTS;Urban;Public;3XJ;Standard;24.0;Male;Does not qualify;58.0;0.0
1286;1286;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;58.0;1.0
1287;1287;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;58.0;1.0
1288;1288;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;61.0;1.0
1289;1289;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;63.0;0.0
1290;1290;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;55.0;0.0
1291;1291;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;61.0;0.0
1292;1292;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;61.0;0.0
1293;1293;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;61.0;0.0
1294;1294;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;56.0;1.0
1295;1295;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;60.0;0.0
1296;1296;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;60.0;0.0
1297;1297;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;57.0;0.0
1298;1298;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;62.0;1.0
1299;1299;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;59.0;1.0
1300;1300;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;63.0;1.0
1301;1301;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;61.0;0.0
1302;1302;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;63.0;1.0
1303;1303;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;66.0;1.0
1304;1304;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;51.0;1.0
1305;1305;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;64.0;0.0
1306;1306;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;60.0;0.0
1307;1307;QOQTS;Urban;Public;RK7;Standard;22.0;Male;Does not qualify;60.0;0.0
1308;1308;QOQTS;Urban;Public;SUR;Standard;28.0;Male;Does not qualify;66.0;0.0
1309;1309;QOQTS;Urban;Public;SUR;Standard;28.0;Male;Does not qualify;66.0;1.0
1310;1310;QOQTS;Urban;Public;SUR;Standard;28.0;Male;Does not qualify;58.0;0.0
